GalaxyName,AGC,FreezeRole,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,LogKernelAlphaLn,SignedLogResidual_TPG,CumulativeMeanSignedResidual,HistoryStatePriorMeanSignedResidual,Predicted_S_tau_history_v01,SignedLogResidual_HistoryRule,InterpretationGuardrail
NGC7793,,things_table3_predeclared_expansion_candidate,33,3.330000000,0.423125794,0.425661960,103.000000000,72.447004424,0.435148563,-0.009394705,-0.062312880,-0.063966573,0.968016714,0.000350212,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,34,3.510000000,0.445997459,0.402788756,107.000000000,72.353263230,0.449209892,0.020249773,-0.059884567,-0.062312880,0.968843560,0.029954234,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,35,3.680000000,0.467598475,0.384060776,114.000000000,72.341878604,0.461511446,0.075324116,-0.056021461,-0.059884567,0.970057717,0.084824178,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,36,3.850000000,0.489199492,0.360880247,112.000000000,71.726198840,0.477842700,0.055059406,-0.052935882,-0.056021461,0.971989269,0.064157603,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,37,4.030000000,0.512071156,0.338697707,114.000000000,71.092624442,0.494764045,0.070246487,-0.049606629,-0.052935882,0.973532059,0.079045926,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,38,4.200000000,0.533672173,0.317675352,116.000000000,70.288180372,0.512133988,0.087464647,-0.045999490,-0.049606629,0.975196686,0.095900590,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,39,4.380000000,0.556543837,0.297643547,114.000000000,69.478620453,0.530067104,0.069867769,-0.043028534,-0.045999490,0.977000255,0.077867574,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,40,4.730000000,0.601016518,0.266638262,114.000000000,68.337281918,0.560962338,0.066440461,-0.040291809,-0.043028534,0.978485733,0.074202077,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,41,5.250000000,0.667090216,0.231849594,109.000000000,67.134957362,0.601265950,0.013848465,-0.038971315,-0.040291809,0.979854095,0.021441891,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,42,5.780000000,0.734434562,0.196601035,107.000000000,64.866835902,0.650182995,-0.000393844,-0.038052804,-0.038971315,0.980514343,0.007313258,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,43,6.300000000,0.800508259,0.169676099,105.000000000,62.913885192,0.695012700,-0.015496773,-0.037528245,-0.038052804,0.980973598,-0.007664712,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,44,6.820000000,0.866581957,0.148219001,101.000000000,61.180077640,0.737019508,-0.050871809,-0.037831508,-0.037528245,0.981235878,-0.042878305,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,45,7.350000000,0.933926302,0.126985786,94.500000000,58.787788273,0.785961627,-0.105291313,-0.039330614,-0.037831508,0.981084246,-0.096932073,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,46,7.870000000,1.000000000,0.109751513,90.800000000,56.553373905,0.832922125,-0.132437061,-0.041354668,-0.039330614,0.980334693,-0.123460522,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
